Date,Open,High,Low,Close,Adj Close,Volume
2021-05-27,229.800003,264.000000,227.000000,254.130005,254.130005,15526300
2021-05-28,262.970001,268.799988,221.429993,222.000000,222.000000,11751400
2021-06-01,233.479996,254.979996,227.070007,249.020004,249.020004,9625600
2021-06-02,248.880005,294.000000,244.300003,282.239990,282.239990,16019200
2021-06-03,265.709991,274.429993,242.119995,258.179993,258.179993,8000000
2021-06-04,256.019989,265.000000,245.770004,248.360001,248.360001,3637500
2021-06-07,258.000000,282.000000,255.199997,280.010010,280.010010,6051500
2021-06-08,292.000000,344.660004,281.000000,300.000000,300.000000,17439100
2021-06-09,303.119995,328.000000,291.510010,302.559998,302.559998,13429300
2021-06-10,282.000000,288.000000,211.000000,220.389999,220.389999,22980200
2021-06-11,222.350006,241.130005,206.130005,233.339996,233.339996,15580800
2021-06-14,236.500000,238.009995,219.199997,229.440002,229.440002,7132600
2021-06-15,226.360001,229.250000,208.000000,222.500000,222.500000,7301900
2021-06-16,215.240005,228.729996,209.000000,222.970001,222.970001,5564800
2021-06-17,224.000000,233.660004,221.479996,223.589996,223.589996,4608600
2021-06-18,220.179993,223.490005,213.000000,213.820007,213.820007,4320300
2021-06-21,216.949997,218.399994,197.000000,200.369995,200.369995,5120200
2021-06-22,217.729996,225.880005,209.169998,220.399994,220.399994,8200200
2021-06-23,221.449997,222.570007,214.119995,219.339996,219.339996,3555100
2021-06-24,221.160004,227.449997,211.600006,212.309998,212.309998,3863300
2021-06-25,214.000000,214.199997,198.500000,209.509995,209.509995,12692700
2021-06-28,211.250000,224.449997,210.199997,213.250000,213.250000,4879400
2021-06-29,213.589996,215.220001,208.009995,210.880005,210.880005,2480000
2021-06-30,209.690002,215.279999,206.940002,214.139999,214.139999,2539600
2021-07-01,213.399994,216.830002,202.000000,204.360001,204.360001,2742100
2021-07-02,204.800003,205.449997,196.500000,202.830002,202.830002,2599100
2021-07-06,204.000000,204.770004,193.710007,199.559998,199.559998,2768100
2021-07-07,196.000000,197.500000,177.559998,190.660004,190.660004,4239500
2021-07-08,179.830002,194.220001,179.500000,191.380005,191.380005,2857500
2021-07-09,190.880005,194.779999,186.750000,191.229996,191.229996,1582900
2021-07-12,191.419998,197.750000,187.419998,189.250000,189.250000,1636300
2021-07-13,187.679993,188.789993,179.000000,180.059998,180.059998,2397900
2021-07-14,180.490005,182.380005,165.070007,167.619995,167.619995,3913800
2021-07-15,160.000000,171.990005,158.009995,166.820007,166.820007,4298600
2021-07-16,170.149994,179.470001,166.300003,169.039993,169.039993,3287900
2021-07-19,163.300003,176.000000,161.220001,173.490005,173.490005,2436900
2021-07-20,173.899994,193.639999,172.419998,191.179993,191.179993,3101100
2021-07-21,187.789993,195.509995,182.110001,185.809998,185.809998,2229200
2021-07-22,185.300003,187.690002,176.149994,178.850006,178.850006,1413000
2021-07-23,181.000000,181.600006,173.839996,180.360001,180.360001,1316200
2021-07-26,180.360001,186.039993,178.759995,183.940002,183.940002,1260600
2021-07-27,183.000000,185.000000,176.660004,178.539993,178.539993,1214800
2021-07-28,175.720001,177.119995,164.270004,169.119995,169.119995,4100800
2021-07-29,170.600006,173.889999,164.509995,164.860001,164.860001,2240000
2021-07-30,165.000000,167.220001,158.869995,161.119995,161.119995,2373500
2021-08-02,162.000000,163.589996,155.059998,157.649994,157.649994,2532900
2021-08-03,156.740005,158.889999,148.199997,152.750000,152.750000,14450600
2021-08-04,152.729996,157.789993,145.690002,146.800003,146.800003,2393500
2021-08-05,148.000000,157.600006,145.220001,153.440002,153.440002,2412100
2021-08-06,154.589996,156.500000,150.309998,151.770004,151.770004,1348100
2021-08-09,151.800003,164.710007,150.660004,161.130005,161.130005,2249200
2021-08-10,161.360001,166.899994,155.350006,159.050003,159.050003,1623300
2021-08-11,158.429993,159.050003,154.619995,158.779999,158.779999,945400
2021-08-12,159.880005,164.279999,157.330002,162.350006,162.350006,1317800
2021-08-13,160.470001,163.550003,157.410004,162.520004,162.520004,1012700
2021-08-16,161.000000,169.880005,159.160004,163.929993,163.929993,1572600
2021-08-17,161.190002,169.479996,161.100006,163.550003,163.550003,1215900
2021-08-18,163.250000,165.600006,156.750000,157.050003,157.050003,1411800
2021-08-19,156.770004,157.990005,150.779999,152.899994,152.899994,1196500
2021-08-20,153.800003,160.089996,153.240005,159.300003,159.300003,1151700
2021-08-23,162.380005,167.289993,159.550003,164.889999,164.889999,1343000
2021-08-24,166.289993,225.000000,165.149994,210.289993,210.289993,14652200
2021-08-25,206.649994,227.000000,193.000000,199.649994,199.649994,12861100
2021-08-26,200.679993,217.000000,199.000000,205.220001,205.220001,6238600
2021-08-27,207.699997,213.000000,200.020004,204.949997,204.949997,3224900
2021-08-30,205.000000,218.190002,203.020004,209.199997,209.199997,3309600
2021-08-31,212.699997,222.300003,211.460007,218.240005,218.240005,3574700
2021-09-01,224.000000,231.440002,208.020004,212.970001,212.970001,4453800
2021-09-02,213.860001,214.800003,206.300003,213.520004,213.520004,1852000
2021-09-03,212.050003,216.270004,198.839996,202.750000,202.750000,2658600
2021-09-07,206.250000,209.899994,196.100006,199.000000,199.000000,2496300
2021-09-08,201.860001,206.880005,190.679993,198.800003,198.800003,5173600
2021-09-09,180.089996,202.000000,178.000000,199.179993,199.179993,7511500
2021-09-10,198.410004,202.160004,190.000000,190.410004,190.410004,3037000
2021-09-13,193.750000,208.880005,191.500000,203.399994,203.399994,4334100
2021-09-14,200.649994,204.619995,195.000000,199.240005,199.240005,2141600
2021-09-15,197.000000,204.869995,193.750000,204.520004,204.520004,2310400
2021-09-16,202.330002,216.550003,201.149994,206.369995,206.369995,3058200
2021-09-17,208.020004,212.490005,200.779999,204.970001,204.970001,3945900
2021-09-20,200.000000,202.850006,184.550003,192.199997,192.199997,3941800
2021-09-21,199.360001,199.360001,186.000000,189.949997,189.949997,2633800
2021-09-22,189.639999,193.500000,186.289993,190.139999,190.139999,2256600
2021-09-23,192.330002,195.750000,190.600006,191.240005,191.240005,1682300
2021-09-24,191.000000,191.720001,184.110001,185.160004,185.160004,1685800
2021-09-27,185.919998,192.050003,185.869995,189.479996,189.479996,1470100
2021-09-28,188.000000,190.809998,178.000000,178.600006,178.600006,1770500
2021-09-29,180.089996,184.479996,174.610001,175.919998,175.919998,1899900
2021-09-30,175.000000,185.449997,166.789993,175.470001,175.470001,3170700
2021-10-01,179.399994,179.490005,172.250000,176.910004,176.910004,1551100
2021-10-04,175.949997,176.949997,170.770004,171.360001,171.360001,1195700
2021-10-05,171.190002,173.169998,166.699997,172.179993,172.179993,1315900
2021-10-06,170.059998,172.960007,165.809998,171.070007,171.070007,1200300
2021-10-07,172.000000,175.199997,170.539993,172.119995,172.119995,1159300
2021-10-08,172.500000,175.720001,171.119995,172.679993,172.679993,817000
2021-10-11,173.000000,188.490005,173.000000,178.100006,178.100006,2684900
2021-10-12,180.500000,181.779999,173.800003,175.820007,175.820007,1233700
2021-10-13,178.300003,188.210007,176.000000,184.059998,184.059998,1927900
2021-10-14,183.759995,190.199997,182.600006,183.830002,183.830002,1673900
2021-10-15,184.000000,186.979996,180.880005,183.279999,183.279999,1197700
2021-10-18,182.940002,189.869995,182.550003,186.020004,186.020004,1589600
2021-10-19,188.990005,192.179993,184.399994,186.789993,186.789993,2070600
2021-10-20,186.330002,188.000000,181.979996,184.520004,184.520004,2276900
2021-10-21,184.710007,190.699997,180.600006,181.710007,181.710007,2402400
2021-10-22,178.100006,179.490005,167.800003,169.800003,169.800003,2800400
2021-10-25,169.419998,174.800003,167.259995,173.970001,173.970001,1442800
2021-10-26,173.360001,185.000000,172.500000,177.839996,177.839996,2176700
2021-10-27,180.000000,183.089996,172.330002,173.509995,173.509995,1107000
2021-10-28,175.160004,183.139999,175.000000,182.850006,182.850006,1696200
2021-10-29,182.809998,185.750000,178.000000,183.509995,183.509995,2289600
2021-11-01,182.529999,208.570007,182.050003,200.089996,200.089996,4944200
2021-11-02,199.350006,211.940002,191.690002,206.990005,206.990005,3882300
2021-11-03,214.000000,255.690002,208.250000,218.330002,218.330002,11265600
2021-11-04,222.000000,228.970001,211.550003,217.839996,217.839996,2908000
2021-11-05,220.639999,221.000000,209.009995,213.250000,213.250000,1809100
2021-11-08,212.500000,225.039993,212.009995,218.639999,218.639999,2157900
2021-11-09,222.000000,223.490005,204.440002,206.600006,206.600006,1845300
2021-11-10,202.119995,207.389999,196.500000,199.190002,199.190002,1309400
2021-11-11,200.000000,208.089996,198.149994,204.320007,204.320007,1079400
2021-11-12,202.139999,205.360001,197.880005,202.100006,202.100006,926700
2021-11-15,203.860001,211.500000,201.690002,209.139999,209.139999,1466400
2021-11-16,209.020004,212.570007,203.630005,207.179993,207.179993,1214600
2021-11-17,206.300003,217.699997,206.000000,210.000000,210.000000,1352700
2021-11-18,210.250000,215.139999,207.500000,210.119995,210.119995,1004400
2021-11-19,209.139999,229.389999,208.250000,228.800003,228.800003,3034200
2021-11-22,230.460007,249.639999,229.750000,247.550003,247.550003,4371400
2021-11-23,243.839996,252.199997,212.559998,213.899994,213.899994,3345200
2021-11-24,217.250000,223.990005,208.000000,211.779999,211.779999,1309400
2021-11-26,208.080002,211.729996,199.199997,199.720001,199.720001,1235300
2021-11-29,204.000000,207.910004,200.940002,202.009995,202.009995,1108800
2021-11-30,200.100006,203.949997,188.000000,196.210007,196.210007,1723900
2021-12-01,199.399994,200.110001,177.009995,179.839996,179.839996,2351500
2021-12-02,185.000000,187.429993,173.070007,181.559998,181.559998,2087100
2021-12-03,181.000000,183.929993,159.050003,172.389999,172.389999,4092900
2021-12-06,166.000000,173.339996,163.199997,167.119995,167.119995,2228600
2021-12-07,175.179993,181.979996,170.509995,177.809998,177.809998,1972400
2021-12-08,176.600006,180.250000,171.960007,173.649994,173.649994,2611200
2021-12-09,167.000000,172.690002,151.000000,155.759995,155.759995,5084300
2021-12-10,159.830002,162.300003,148.000000,159.009995,159.009995,4518700
2021-12-13,160.330002,160.889999,135.070007,136.880005,136.880005,5486200
2021-12-14,131.000000,150.369995,129.500000,147.690002,147.690002,6512100
2021-12-15,147.460007,152.000000,141.119995,148.589996,148.589996,2766000
2021-12-16,152.929993,154.440002,142.130005,144.589996,144.589996,2164800
2021-12-17,143.750000,158.570007,139.330002,155.639999,155.639999,4306700
2021-12-20,153.190002,159.679993,149.699997,157.139999,157.139999,1828600
2021-12-21,157.059998,160.250000,155.139999,158.119995,158.119995,1430200
2021-12-22,158.330002,159.149994,152.119995,154.000000,154.000000,1047200
2021-12-23,154.000000,155.000000,146.020004,152.139999,152.139999,1055500
2021-12-27,152.000000,152.619995,140.000000,148.309998,148.309998,1613600
2021-12-28,147.500000,157.410004,146.410004,146.460007,146.460007,1331100
2021-12-29,147.850006,155.490005,142.139999,153.929993,153.929993,2037400
2021-12-30,151.000000,160.000000,150.000000,155.330002,155.330002,1561900
2021-12-31,153.619995,156.729996,148.100006,148.389999,148.389999,1394000
2022-01-03,149.229996,159.380005,149.210007,152.839996,152.839996,1413700
2022-01-04,152.169998,152.990005,143.050003,148.910004,148.910004,1834900
2022-01-05,148.389999,148.850006,129.149994,129.369995,129.369995,3396400
2022-01-06,132.839996,137.699997,121.139999,131.029999,131.029999,6051500
2022-01-07,159.770004,160.309998,132.500000,140.619995,140.619995,12117000
2022-01-10,134.990005,135.690002,120.000000,131.149994,131.149994,5512000
2022-01-11,130.100006,136.800003,127.389999,130.300003,130.300003,2583100
2022-01-12,130.000000,131.320007,126.449997,128.059998,128.059998,1574500
2022-01-13,128.500000,130.500000,121.690002,122.480003,122.480003,2225300
2022-01-14,120.150002,122.300003,112.019997,116.650002,116.650002,3846600
2022-01-18,113.110001,113.750000,104.400002,108.910004,108.910004,3755600
2022-01-19,110.010002,113.050003,104.410004,106.570000,106.570000,2403600
2022-01-20,107.900002,115.199997,101.599998,102.669998,102.669998,2920100
2022-01-21,101.000000,110.209999,92.720001,106.360001,106.360001,5530000
2022-01-24,99.019997,102.860001,86.290001,100.150002,100.150002,6259900
2022-01-25,96.919998,104.970001,95.010002,99.790001,99.790001,3574300
2022-01-26,101.099998,119.000000,100.309998,103.260002,103.260002,8332500
2022-01-27,104.139999,107.000000,92.889999,93.519997,93.519997,3661100
2022-01-28,95.400002,98.000000,87.610001,97.910004,97.910004,4107600
2022-01-31,97.870003,109.820000,97.860001,108.930000,108.930000,3499300
